id,observed_on,user_id,latitude,longitude,place_county_name,scientific_name,taxon_id,taxon_family_name
2727624,2016-02-28,21718,32.3393029496,-110.9815608367,Pima,Anthanassa texana,132339,Nymphalidae
2770691,2016-03-09,12512,32.3384315838,-110.9806414352,Pima,Asterocampa leilia,148793,Nymphalidae
2770693,2016-03-09,12512,32.3389877101,-110.9809469682,Pima,Anthanassa texana,132339,Nymphalidae
2774634,2016-03-12,44738,32.339426,-110.982084,Pima,Battus philenor,49972,Papilionidae
2829472,2016-03-20,18552,32.339375,-110.9812616667,Pima,Battus philenor,49972,Papilionidae
2829498,2016-03-20,18552,32.3387466667,-110.9810016667,Pima,Strymon melinus,50931,Lycaenidae
2829548,2016-03-20,18552,32.33869,-110.9794116667,Pima,Papilio rumiko,509627,Papilionidae
4132051,2016-09-17,21718,32.3392332046,-110.9804463955,Pima,Danaus plexippus,48662,Nymphalidae
4209588,2016-09-12,331840,32.3383331299,-110.9788894653,Pima,Chiomara georgina,146736,Hesperiidae
4363037,2016-10-15,21718,32.3390262115,-110.9792270355,Pima,Battus philenor,49972,Papilionidae
4363442,2016-10-15,21718,32.339701,-110.9818352,Pima,Danaus gilippus,51743,Nymphalidae
4363467,2016-10-15,21718,32.3396708402,-110.9815304588,Pima,Anthanassa texana,132339,Nymphalidae
4363537,2016-10-15,21718,32.3396287938,-110.9816619645,Pima,Leptotes marina,59152,Lycaenidae
4363569,2016-10-15,21718,32.3396260056,-110.9816472684,Pima,Vanessa cardui,48548,Nymphalidae
4363726,2016-10-15,232369,32.33961916,-110.98149475,Pima,Danaus gilippus,51743,Nymphalidae
4363727,2016-10-15,232369,32.33964642,-110.98147132,Pima,Anthanassa texana,132339,Nymphalidae
4494599,2016-11-04,326899,32.338317479,-110.9789214471,Pima,Danaus gilippus,51743,Nymphalidae
4641603,2016-11-26,21718,32.3374736,-110.9821871,Pima,Battus philenor,49972,Papilionidae
4641789,2016-11-26,21718,32.3391972,-110.9801424,Pima,Erynnis funeralis,59188,Hesperiidae
4662548,2016-11-29,331840,32.3391685486,-110.9797210693,Pima,Danaus gilippus,51743,Nymphalidae
4733189,2016-08-09,312236,32.3390916667,-110.9815,Pima,Danaus gilippus,51743,Nymphalidae
5098804,2017-02-01,112035,32.3395736,-110.9817651,Pima,Danaus gilippus,51743,Nymphalidae
5098805,2017-02-01,112035,32.3395736,-110.9817651,Pima,Battus philenor,49972,Papilionidae
5867026,2015-02-14,76726,32.3395736,-110.9817651,Pima,Leptotes marina,59152,Lycaenidae
6357066,2017-05-24,489036,32.3392880471,-110.9817409515,Pima,Anthanassa texana,132339,Nymphalidae
6357067,2017-05-24,489036,32.3393152414,-110.9820520878,Pima,Asterocampa leilia,148793,Nymphalidae
6357068,2017-05-24,489036,32.3395237301,-110.9805393219,Pima,Agraulis vanillae,49150,Nymphalidae
6357069,2017-05-24,489036,32.3390795578,-110.9818053246,Pima,Danaus gilippus,51743,Nymphalidae
6357070,2017-05-24,489036,32.3394874713,-110.9812366962,Pima,Abaeis nicippe,81727,Pieridae
6937845,2017-03-05,518008,32.3395736,-110.9817651,Pima,Danaus plexippus,48662,Nymphalidae
6987053,2016-11-23,518008,32.3395736,-110.9817651,Pima,Danaus gilippus,51743,Nymphalidae
6987393,2016-11-23,518008,32.3395736,-110.9817651,Pima,Danaus plexippus,48662,Nymphalidae
